timestamp,channel,ip,rida,user_agent,country,region,ad_request_id
2026-08-31T15:55:00Z,Sneak Peek,198.51.100.56,70066ccf-115c-4cc0-81cb-b80dda521f5b,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),CA,BC,adreq-000055
2026-08-25T16:56:00Z,Movie Vault,198.51.100.57,d9f6b251-bfd5-43a5-8320-60fe03a07fa7,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000056
2026-08-26T17:57:00Z,Hikari TV,198.51.100.58,ef63e1a4-7739-4473-8b89-9732febfe1c8,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000057
2026-08-27T18:58:00Z,Lullaby Lane,198.51.100.59,10ed4a36-ca15-4614-82dd-18b5e0deadfa,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000058
2026-08-28T19:59:00Z,Sneak Peek,198.51.100.60,4247453f-a7e2-4357-8d7d-2fce60357176,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),GB,BIR,adreq-000059
2026-08-29T08:00:00Z,Movie Vault,198.51.100.61,f2492f45-d76f-454a-86fc-e5abbf4963e3,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000060
2026-08-30T09:01:00Z,Hikari TV,198.51.100.62,48ff2fc6-fcb6-4275-822d-5f808f05aee0,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),GB,MAN,adreq-000061
2026-08-31T10:02:00Z,Lullaby Lane,198.51.100.63,032b2bbd-23a3-49e4-8b71-f51a051fc44f,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),CA,ON,adreq-000062
2026-08-25T11:03:00Z,Sneak Peek,198.51.100.64,2ef1c93d-91b4-49d4-8f35-6b44df667010,,US,FL,adreq-000063
2026-08-26T12:04:00Z,Movie Vault,198.51.100.65,2b471323-7e00-4d24-897c-bc9a86e2d0fb,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000064
2026-08-27T13:05:00Z,Hikari TV,198.51.100.66,,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000065
2026-08-28T14:06:00Z,Lullaby Lane,198.51.100.67,ae8a8293-6a22-413a-833e-ab85b1ef30f9,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),GB,LDN,adreq-000066
2026-08-29T15:07:00Z,Sneak Peek,198.51.100.68,2fb88b11-641b-4660-8c30-9b71f184e5c0,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000067
2026-08-30T16:08:00Z,Movie Vault,198.51.100.69,4e7dd2b8-d6b3-4e52-8a07-c4d453175344,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),GB,BIR,adreq-000068
2026-08-31T17:09:00Z,Hikari TV,198.51.100.70,5e87a303-51cd-4ad3-8e50-280d1c861898,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),CA,BC,adreq-000069
2026-08-25T18:10:00Z,Lullaby Lane,198.51.100.71,6f65fba0-0bb4-422b-8ee3-0953f252a157,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000070
2026-08-26T19:11:00Z,Sneak Peek,198.51.100.72,98ec4a95-b46c-4d36-8176-8a75f85a2af1,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000071
2026-08-27T08:12:00Z,Movie Vault,198.51.100.73,d033cbd7-f0fb-4862-881f-5b488068d44f,,US,TX,adreq-000072
2026-08-28T09:13:00Z,Hikari TV,198.51.100.74,d5ba662c-f43e-4b02-857e-6dc1b5353b39,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),GB,MAN,adreq-000073
2026-08-29T10:14:00Z,Lullaby Lane,198.51.100.75,516dc749-21b2-400c-8c98-a8849aa70bf1,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000074
2026-08-30T11:15:00Z,Sneak Peek,198.51.100.76,d8d2be2e-a105-4c7a-8915-051683aeab98,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),GB,LDN,adreq-000075
2026-08-31T12:16:00Z,Movie Vault,198.51.100.77,633d8732-24ac-42d1-80e4-ff6d2f5b1d5b,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),CA,ON,adreq-000076
2026-08-25T13:17:00Z,Hikari TV,198.51.100.78,124b947f-f977-4885-8f96-a3f6f456b9ac,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000077
2026-08-26T14:18:00Z,Lullaby Lane,198.51.100.79,,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000078
2026-08-27T15:19:00Z,Sneak Peek,198.51.100.80,da361cd4-29af-4c11-8d6b-09b14dec3efa,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000079
2026-08-28T16:20:00Z,Movie Vault,198.51.100.81,83246aff-38a8-4285-897a-dc591a287e57,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),GB,BIR,adreq-000080
2026-08-29T17:21:00Z,Hikari TV,198.51.100.82,05386f72-0f97-4162-888e-369b68a88982,,US,NY,adreq-000081
2026-08-30T18:22:00Z,Lullaby Lane,198.51.100.83,53637824-b30d-4950-8069-15a6105ba704,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),GB,MAN,adreq-000082
2026-08-31T19:23:00Z,Sneak Peek,198.51.100.84,fb978ffc-4012-478a-870b-7f0417b65cea,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),CA,BC,adreq-000083
2026-08-25T08:24:00Z,Movie Vault,198.51.100.85,c8df8673-b412-4b4a-8dd6-019104da9f43,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000084
2026-08-26T09:25:00Z,Hikari TV,198.51.100.86,bc6365ac-a03b-4320-840e-8a479cc35242,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000085
2026-08-27T10:26:00Z,Lullaby Lane,198.51.100.87,0fa3fbab-0ae2-4271-8652-deb55ee6663c,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000086
2026-08-28T11:27:00Z,Sneak Peek,198.51.100.88,7aaa97b0-e512-4105-867f-a994fb035b5b,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),GB,LDN,adreq-000087
2026-08-29T12:28:00Z,Movie Vault,198.51.100.89,aad1f8b4-0c5b-4ca7-8652-1d91bdfb9635,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000088
2026-08-30T13:29:00Z,Hikari TV,198.51.100.90,1b5049f7-e240-4c5d-8cd7-84c36ba7124d,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),GB,BIR,adreq-000089
2026-08-31T14:30:00Z,Lullaby Lane,198.51.100.91,f912201d-bba8-4f3d-8f0b-6fb4d96b92b4,,CA,ON,adreq-000090
2026-08-25T15:31:00Z,Sneak Peek,198.51.100.92,,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000091
2026-08-26T16:32:00Z,Movie Vault,198.51.100.93,ef02a8a9-74fa-4f9e-8573-eab9e716b55b,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000092
2026-08-27T17:33:00Z,Hikari TV,198.51.100.94,a6010406-4e7b-4be9-8d6b-8c8c36ec8400,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000093
2026-08-28T18:34:00Z,Lullaby Lane,198.51.100.95,173b5396-bb7e-43c6-81c4-aefe7ff7c4e1,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),GB,MAN,adreq-000094
2026-08-29T19:35:00Z,Sneak Peek,198.51.100.96,d0c2783a-1f66-48f4-8e40-c93830abe0c6,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000095
2026-08-30T08:36:00Z,Movie Vault,198.51.100.97,518fe08b-e1d1-4cd3-89dd-d23300564f92,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),GB,LDN,adreq-000096
2026-08-31T09:37:00Z,Hikari TV,198.51.100.98,181b64c9-f574-4fba-8fd6-b068df7a4c78,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),CA,BC,adreq-000097
2026-08-25T10:38:00Z,Lullaby Lane,198.51.100.99,1ad7dab1-f357-4c5e-8d9b-caf67c34c371,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000098
2026-08-26T11:39:00Z,Sneak Peek,198.51.100.100,e9a7effb-6189-4155-889a-191c62636b4a,,US,WA,adreq-000099
2026-08-27T12:40:00Z,Movie Vault,198.51.100.101,4c09f9f3-0b20-45e9-869f-4d43ef7254d2,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000100
2026-08-28T13:41:00Z,Hikari TV,198.51.100.102,921b88b9-5c3a-4c68-8b95-b846e9a4aa86,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),GB,BIR,adreq-000101
2026-08-29T14:42:00Z,Lullaby Lane,198.51.100.103,dead1d4a-3098-4c5c-8147-6750e994e574,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000102
2026-08-30T15:43:00Z,Sneak Peek,198.51.100.104,c258b0a2-5646-40f7-8cf4-cc2ba410f6b8,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),GB,MAN,adreq-000103
2026-08-31T16:44:00Z,Movie Vault,198.51.100.105,,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),CA,ON,adreq-000104
2026-08-25T17:45:00Z,Hikari TV,198.51.100.106,08fe78a0-a445-408d-8ebd-b7185f79fee4,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000105
2026-08-26T18:46:00Z,Lullaby Lane,198.51.100.107,62dca559-2731-4317-81f7-a09e7c56c8cd,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000106
2026-08-27T19:47:00Z,Sneak Peek,198.51.100.108,9a1f1018-2e0b-4dd0-8cdc-8c31e3486cdc,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000107
2026-08-28T08:48:00Z,Movie Vault,198.51.100.109,47dff83d-db01-412a-8eca-642a6555edb0,,GB,LDN,adreq-000108
2026-08-29T09:49:00Z,Hikari TV,198.51.100.110,9d186674-0983-4e2e-8864-5bd71ec1c9fd,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000109
2026-08-30T10:50:00Z,Lullaby Lane,198.51.100.111,f4f17e53-d4fa-491d-8e41-9272b663dfd5,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),GB,BIR,adreq-000110
2026-08-31T11:51:00Z,Sneak Peek,198.51.100.112,7419d640-44b2-4c9d-86f9-7c2a165dbe56,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),CA,BC,adreq-000111
2026-08-25T12:52:00Z,Movie Vault,198.51.100.113,12ed2353-fa96-4050-8cdb-efb34769e67e,Roku/DVP-11.0.0 (Roku Express; HD; FEDCBA987654),US,TX,adreq-000112
2026-08-26T13:53:00Z,Hikari TV,198.51.100.114,eb9f6959-f2e1-4e4e-88a0-ce4bafce249e,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),US,FL,adreq-000113
2026-08-27T14:54:00Z,Lullaby Lane,198.51.100.115,a6f41e6d-1e4b-4fa5-872c-254391b4634a,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000114
2026-08-28T15:55:00Z,Sneak Peek,198.51.100.116,0492efed-f38d-4403-856e-86eda1a01d8e,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),GB,MAN,adreq-000115
2026-08-29T16:56:00Z,Movie Vault,198.51.100.117,a9a7233a-0fd6-49bd-8e1f-ed2e87ac8462,Roku/DVP-9.4.0 (Roku Streaming Stick+; 4K; 1234ABCD5678),US,NY,adreq-000116
2026-08-30T17:57:00Z,Hikari TV,198.51.100.118,,,GB,LDN,adreq-000117
2026-08-31T18:58:00Z,Lullaby Lane,198.51.100.119,cc0beca8-484b-4f9a-8d38-1a2d0102e354,Roku/DVP-10.0.0 (Roku Premiere; 4K; AABBCCDDEEFF),CA,ON,adreq-000118
2026-08-25T19:59:00Z,Sneak Peek,198.51.100.120,96a7e8c2-d9ce-43ac-84a0-0f6f72233055,Roku/DVP-9.2.0 (Roku Streaming Stick; HD; 112233445566),US,WA,adreq-000119
2026-08-26T08:00:00Z,Movie Vault,198.51.100.121,c1727ed2-9c45-42c4-8a7e-1e864eebec1a,Roku/DVP-10.5.0 (Roku Ultra; 4K; A1B2C3D4E5F6),US,CA,adreq-000120
